Date,Data Type Available,Depth,Location,Dummy,Year
2012-08-10,DO,,,1,2012
2012-11-07,DO,,,1,2012
2013-02-23,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-08-08,DO,,,1,2013
2013-01-10,DO,,,1,2013
2012-07-23,DO,,,1,2012
2011-07-22,DO,,,1,2011
2010-08-12,DO,,,1,2010
2013-07-19,DO,,,1,2013
2012-07-19,DO,,,1,2012
2013-07-19,DO,,,1,2013
2013-06-12,DO,,,1,2013
2013-07-11,DO,,,1,2013
2010-08-12,DO,,,1,2010
2013-01-10,DO,,,1,2013
2013-04-17,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-06-05,DO,,,1,2013
2013-06-12,DO,,,1,2013
2013-04-17,DO,,,1,2013
2012-08-21,DO,,,1,2012
2013-01-03,DO,,,1,2013
2010-08-12,DO,,,1,2010
2013-05-22,DO,,,1,2013
2012-10-11,DO,,,1,2012
2013-07-11,DO,,,1,2013
2012-10-17,DO,,,1,2012
2013-06-12,DO,,,1,2013
2012-08-21,DO,,,1,2012
2013-01-03,DO,,,1,2013
2012-10-24,DO,,,1,2012
2012-10-04,DO,,,1,2012
2013-03-27,DO,,,1,2013
2013-03-27,DO,,,1,2013
2013-01-03,DO,,,1,2013
2013-04-24,DO,,,1,2013
2012-10-24,DO,,,1,2012
2012-07-19,DO,,,1,2012
2013-07-19,DO,,,1,2013
2013-04-03,DO,,,1,2013
2012-10-17,DO,,,1,2012
2013-07-04,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-05-22,DO,,,1,2013
2013-03-05,DO,,,1,2013
2011-07-14,DO,,,1,2011
2013-08-08,DO,,,1,2013
2013-08-08,DO,,,1,2013
2013-08-08,DO,,,1,2013
2010-07-15,DO,,,1,2010
2010-07-15,DO,,,1,2010
2013-03-20,DO,,,1,2013
2013-07-04,DO,,,1,2013
2013-04-10,DO,,,1,2013
2013-03-20,DO,,,1,2013
2010-07-22,DO,,,1,2010
2013-05-01,DO,,,1,2013
2011-07-08,DO,,,1,2011
2013-04-10,DO,,,1,2013
2013-08-01,DO,,,1,2013
2010-07-22,DO,,,1,2010
2012-07-23,DO,,,1,2012
2013-06-27,DO,,,1,2013
2013-06-05,DO,,,1,2013
2013-01-30,DO,,,1,2013
2012-07-12,DO,,,1,2012
2013-01-10,DO,,,1,2013
2011-08-05,DO,,,1,2011
2013-01-03,DO,,,1,2013
2013-02-23,DO,,,1,2013
2013-06-27,DO,,,1,2013
2013-01-10,DO,,,1,2013
2013-05-01,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-04-17,DO,,,1,2013
2010-07-22,DO,,,1,2010
2011-07-22,DO,,,1,2011
2012-07-12,DO,,,1,2012
2012-11-28,DO,,,1,2012
2013-08-01,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-01-30,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-08-01,DO,,,1,2013
2012-10-24,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-08-08,DO,,,1,2013
2013-06-05,DO,,,1,2013
2012-12-27,DO,,,1,2012
2012-10-24,DO,,,1,2012
2013-02-15,DO,,,1,2013
2013-02-15,DO,,,1,2013
2012-08-03,DO,,,1,2012
2013-01-03,DO,,,1,2013
2013-08-08,DO,,,1,2013
2013-07-25,DO,,,1,2013
2012-10-04,DO,,,1,2012
2012-10-04,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-10-24,DO,,,1,2012
2012-12-27,DO,,,1,2012
2013-04-17,DO,,,1,2013
2013-07-25,DO,,,1,2013
2013-05-08,DO,,,1,2013
2013-01-10,DO,,,1,2013
2013-05-08,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-01-03,DO,,,1,2013
2012-08-03,DO,,,1,2012
2010-08-04,DO,,,1,2010
2012-10-24,DO,,,1,2012
2012-11-07,DO,,,1,2012
2010-07-15,DO,,,1,2010
2010-07-15,DO,,,1,2010
2012-07-12,DO,,,1,2012
2012-12-20,DO,,,1,2012
2013-01-03,DO,,,1,2013
2012-10-24,DO,,,1,2012
2013-05-01,DO,,,1,2013
2011-08-25,DO,,,1,2011
2013-01-10,DO,,,1,2013
2013-04-17,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-01-03,DO,,,1,2013
2013-01-10,DO,,,1,2013
2013-05-01,DO,,,1,2013
2013-01-24,DO,,,1,2013
2012-10-24,DO,,,1,2012
2013-04-24,DO,,,1,2013
2010-07-15,DO,,,1,2010
2013-01-24,DO,,,1,2013
2013-05-01,DO,,,1,2013
2010-08-04,DO,,,1,2010
2011-07-22,DO,,,1,2011
2013-05-22,DO,,,1,2013
2010-08-12,DO,,,1,2010
2012-12-20,DO,,,1,2012
2013-01-10,DO,,,1,2013
2012-10-24,DO,,,1,2012
2012-10-24,DO,,,1,2012
2010-08-04,DO,,,1,2010
2011-07-29,DO,,,1,2011
2013-01-10,DO,,,1,2013
2010-08-12,DO,,,1,2010
2012-10-17,DO,,,1,2012
2013-05-22,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-05-08,DO,,,1,2013
2013-05-08,DO,,,1,2013
2012-10-17,DO,,,1,2012
2013-08-08,DO,,,1,2013
2013-08-15,DO,,,1,2013
2010-08-18,DO,,,1,2010
2013-07-19,DO,,,1,2013
2010-08-18,DO,,,1,2010
2012-12-06,DO,,,1,2012
2013-01-30,DO,,,1,2013
2010-07-22,DO,,,1,2010
2013-01-03,DO,,,1,2013
2010-07-22,DO,,,1,2010
2012-11-21,DO,,,1,2012
2013-01-30,DO,,,1,2013
2013-05-01,DO,,,1,2013
2012-12-13,DO,,,1,2012
2013-02-07,DO,,,1,2013
2013-05-29,DO,,,1,2013
2010-07-22,DO,,,1,2010
2010-07-22,DO,,,1,2010
2013-02-15,DO,,,1,2013
2010-07-22,DO,,,1,2010
2013-05-29,DO,,,1,2013
2013-05-01,DO,,,1,2013
2012-10-11,DO,,,1,2012
2012-07-19,DO,,,1,2012
2012-12-06,DO,,,1,2012
2012-07-19,DO,,,1,2012
2012-08-03,DO,,,1,2012
2012-10-24,DO,,,1,2012
2012-08-21,DO,,,1,2012
2010-07-22,DO,,,1,2010
2012-12-20,DO,,,1,2012
2012-07-19,DO,,,1,2012
2013-03-05,DO,,,1,2013
2013-06-05,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-10-24,DO,,,1,2012
2013-06-12,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-06-05,DO,,,1,2013
2013-01-03,DO,,,1,2013
2013-01-17,DO,,,1,2013
2012-08-03,DO,,,1,2012
2013-06-05,DO,,,1,2013
2010-07-22,DO,,,1,2010
2010-08-12,DO,,,1,2010
2010-08-12,DO,,,1,2010
2013-03-05,DO,,,1,2013
2012-08-16,DO,,,1,2012
2012-09-27,DO,,,1,2012
2013-01-03,DO,,,1,2013
2012-10-24,DO,,,1,2012
2013-07-04,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-06-12,DO,,,1,2013
2012-08-21,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-06-12,DO,,,1,2013
2013-01-03,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-10-24,DO,,,1,2012
2013-07-11,DO,,,1,2013
2013-07-11,DO,,,1,2013
2011-08-25,DO,,,1,2011
2012-11-14,DO,,,1,2012
2013-03-20,DO,,,1,2013
2013-05-08,DO,,,1,2013
2013-04-10,DO,,,1,2013
2012-07-23,DO,,,1,2012
2010-08-04,DO,,,1,2010
2012-11-07,DO,,,1,2012
2013-06-12,DO,,,1,2013
2012-12-27,DO,,,1,2012
2013-06-12,DO,,,1,2013
2012-10-11,DO,,,1,2012
2013-05-08,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-01-17,DO,,,1,2013
2010-08-04,DO,,,1,2010
2013-06-12,DO,,,1,2013
2013-01-24,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-06-27,DO,,,1,2013
2013-01-24,DO,,,1,2013
2013-01-24,DO,,,1,2013
2013-02-15,DO,,,1,2013
2013-02-23,DO,,,1,2013
2012-11-21,DO,,,1,2012
2012-09-27,DO,,,1,2012
2013-01-24,DO,,,1,2013
2011-08-19,DO,,,1,2011
2013-03-12,DO,,,1,2013
2012-11-21,DO,,,1,2012
2013-07-04,DO,,,1,2013
2012-11-07,DO,,,1,2012
2013-04-17,DO,,,1,2013
2013-08-08,DO,,,1,2013
2013-06-27,DO,,,1,2013
2012-09-13,DO,,,1,2012
2013-01-30,DO,,,1,2013
2010-08-18,DO,,,1,2010
2010-08-18,DO,,,1,2010
2010-07-15,DO,,,1,2010
2013-08-15,DO,,,1,2013
2012-08-16,DO,,,1,2012
2013-01-30,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-03-20,DO,,,1,2013
2013-07-19,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-07-19,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-03-27,DO,,,1,2013
2013-03-20,DO,,,1,2013
2013-08-15,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-07-19,DO,,,1,2012
2013-08-01,DO,,,1,2013
2012-10-24,DO,,,1,2012
2013-08-08,DO,,,1,2013
2013-05-01,DO,,,1,2013
2012-07-19,DO,,,1,2012
2012-11-21,DO,,,1,2012
2013-04-17,DO,,,1,2013
2012-11-07,DO,,,1,2012
2013-03-27,DO,,,1,2013
2013-04-17,DO,,,1,2013
2013-05-01,DO,,,1,2013
2010-08-04,DO,,,1,2010
2012-10-31,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-08-01,DO,,,1,2013
2010-07-15,DO,,,1,2010
2012-11-07,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-10-24,DO,,,1,2012
2010-08-04,DO,,,1,2010
2013-08-01,DO,,,1,2013
2013-01-24,DO,,,1,2013
2012-11-07,DO,,,1,2012
2012-11-07,DO,,,1,2012
2013-05-29,DO,,,1,2013
2013-01-24,DO,,,1,2013
2012-11-07,DO,,,1,2012
2012-11-07,DO,,,1,2012
2013-05-29,DO,,,1,2013
2013-08-08,DO,,,1,2013
2013-06-05,DO,,,1,2013
2010-08-12,DO,,,1,2010
2013-02-15,DO,,,1,2013
2013-01-30,DO,,,1,2013
2012-10-17,DO,,,1,2012
2013-05-22,DO,,,1,2013
2012-08-21,DO,,,1,2012
2012-08-03,DO,,,1,2012
2013-01-30,DO,,,1,2013
2012-12-20,DO,,,1,2012
2013-07-25,DO,,,1,2013
2011-07-08,DO,,,1,2011
2010-08-12,DO,,,1,2010
2013-02-07,DO,,,1,2013
2010-07-22,DO,,,1,2010
2013-08-01,DO,,,1,2013
2013-06-27,DO,,,1,2013
2013-05-22,DO,,,1,2013
2013-06-27,DO,,,1,2013
2013-06-27,DO,,,1,2013
2011-07-08,DO,,,1,2011
2012-08-21,DO,,,1,2012
2010-07-22,DO,,,1,2010
2013-02-07,DO,,,1,2013
2013-02-07,DO,,,1,2013
2013-06-05,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-04-10,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-08-01,DO,,,1,2013
2012-08-03,DO,,,1,2012
2013-07-19,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-07-19,DO,,,1,2012
2013-03-27,DO,,,1,2013
2013-07-19,DO,,,1,2013
2013-08-08,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-04-10,DO,,,1,2013
2013-01-17,DO,,,1,2013
2013-08-08,DO,,,1,2013
2012-07-19,DO,,,1,2012
2013-03-27,DO,,,1,2013
2013-01-03,DO,,,1,2013
2012-11-14,DO,,,1,2012
2013-01-03,DO,,,1,2013
2012-08-03,DO,,,1,2012
2013-04-17,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-08-08,DO,,,1,2013
2012-10-11,DO,,,1,2012
2013-04-17,DO,,,1,2013
2012-12-06,DO,,,1,2012
2012-12-20,DO,,,1,2012
2013-01-17,DO,,,1,2013
2013-04-03,DO,,,1,2013
2012-08-10,DO,,,1,2012
2013-07-25,DO,,,1,2013
2013-02-15,DO,,,1,2013
2013-02-15,DO,,,1,2013
2013-05-08,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-11-14,DO,,,1,2012
2013-04-03,DO,,,1,2013
2012-12-20,DO,,,1,2012
2010-07-22,DO,,,1,2010
2013-07-04,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-08-10,DO,,,1,2012
2013-06-27,DO,,,1,2013
2012-11-21,DO,,,1,2012
2013-07-04,DO,,,1,2013
2012-11-21,DO,,,1,2012
2012-12-27,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-08-10,DO,,,1,2012
2012-10-24,DO,,,1,2012
2012-07-12,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-07-12,DO,,,1,2012
2013-05-08,DO,,,1,2013
2011-08-25,DO,,,1,2011
2012-11-14,DO,,,1,2012
2013-03-05,DO,,,1,2013
2012-10-11,DO,,,1,2012
2013-02-15,DO,,,1,2013
2012-08-10,DO,,,1,2012
2013-08-08,DO,,,1,2013
2013-07-19,DO,,,1,2013
2012-12-27,DO,,,1,2012
2013-06-05,DO,,,1,2013
2013-05-01,DO,,,1,2013
2012-11-21,DO,,,1,2012
2012-11-14,DO,,,1,2012
2013-07-19,DO,,,1,2013
2012-11-21,DO,,,1,2012
2013-06-05,DO,,,1,2013
2012-12-13,DO,,,1,2012
2013-03-20,DO,,,1,2013
2013-03-12,DO,,,1,2013
2013-06-27,DO,,,1,2013
2013-05-01,DO,,,1,2013
2010-08-18,DO,,,1,2010
2013-08-08,DO,,,1,2013
2013-02-07,DO,,,1,2013
2013-02-07,DO,,,1,2013
2012-12-06,DO,,,1,2012
2013-06-27,DO,,,1,2013
2013-06-12,DO,,,1,2013
2012-11-21,DO,,,1,2012
2013-03-20,DO,,,1,2013
2013-03-12,DO,,,1,2013
2011-07-22,DO,,,1,2011
2012-11-28,DO,,,1,2012
2013-04-24,DO,,,1,2013
2013-06-12,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-11-21,DO,,,1,2012
2013-04-10,DO,,,1,2013
2012-07-12,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-05-15,DO,,,1,2013
2013-04-10,DO,,,1,2013
2012-12-20,DO,,,1,2012
2012-12-13,DO,,,1,2012
2012-10-31,DO,,,1,2012
2012-08-10,DO,,,1,2012
2011-07-14,DO,,,1,2011
2012-12-06,DO,,,1,2012
2011-07-14,DO,,,1,2011
2011-07-14,DO,,,1,2011
2012-11-07,DO,,,1,2012
2010-08-18,DO,,,1,2010
2013-04-24,DO,,,1,2013
2010-08-04,DO,,,1,2010
2013-08-08,DO,,,1,2013
2013-03-27,DO,,,1,2013
2010-08-18,DO,,,1,2010
2012-12-06,DO,,,1,2012
2012-12-06,DO,,,1,2012
2010-08-18,DO,,,1,2010
2012-11-28,DO,,,1,2012
2012-12-27,DO,,,1,2012
2012-12-06,DO,,,1,2012
2012-12-06,DO,,,1,2012
2013-04-24,DO,,,1,2013
2010-08-12,DO,,,1,2010
2012-08-10,DO,,,1,2012
2013-05-22,DO,,,1,2013
2013-01-03,DO,,,1,2013
2012-12-06,DO,,,1,2012
2012-07-19,DO,,,1,2012
2012-07-19,DO,,,1,2012
2013-01-10,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-05-22,DO,,,1,2013
2013-01-03,DO,,,1,2013
2010-08-12,DO,,,1,2010
2013-08-01,DO,,,1,2013
2013-01-30,DO,,,1,2013
2011-07-22,DO,,,1,2011
2013-08-01,DO,,,1,2013
2013-05-15,DO,,,1,2013
2013-07-25,DO,,,1,2013
2010-08-18,DO,,,1,2010
2012-12-06,DO,,,1,2012
2012-08-03,DO,,,1,2012
2011-07-22,DO,,,1,2011
2012-12-06,DO,,,1,2012
2013-01-30,DO,,,1,2013
2013-04-17,DO,,,1,2013
2013-03-05,DO,,,1,2013
2012-12-20,DO,,,1,2012
2012-11-14,DO,,,1,2012
2010-08-04,DO,,,1,2010
2012-10-31,DO,,,1,2012
2013-07-04,DO,,,1,2013
2013-05-15,DO,,,1,2013
2013-07-11,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-04-17,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-10-04,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-07-23,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-07-04,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-12-20,DO,,,1,2012
2013-03-05,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-03-05,DO,,,1,2013
2010-08-18,DO,,,1,2010
2011-07-22,DO,,,1,2011
2013-07-11,DO,,,1,2013
2012-10-31,DO,,,1,2012
2013-03-12,DO,,,1,2013
2013-02-15,DO,,,1,2013
2013-02-15,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-08-03,DO,,,1,2012
2012-09-20,DO,,,1,2012
2012-10-11,DO,,,1,2012
2013-01-17,DO,,,1,2013
2012-12-13,DO,,,1,2012
2012-10-31,DO,,,1,2012
2012-12-27,DO,,,1,2012
2013-02-07,DO,,,1,2013
2013-01-03,DO,,,1,2013
2013-08-15,DO,,,1,2013
2012-10-04,DO,,,1,2012
2012-12-27,DO,,,1,2012
2013-01-03,DO,,,1,2013
2013-02-23,DO,,,1,2013
2013-01-17,DO,,,1,2013
2012-11-07,DO,,,1,2012
2012-09-06,DO,,,1,2012
2013-01-30,DO,,,1,2013
2013-08-15,DO,,,1,2013
2013-03-20,DO,,,1,2013
2013-03-27,DO,,,1,2013
2013-04-24,DO,,,1,2013
2010-08-18,DO,,,1,2010
2013-01-30,DO,,,1,2013
2012-12-05,DO,,,1,2012
2012-08-16,DO,,,1,2012
2013-03-27,DO,,,1,2013
2012-11-07,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-11-07,DO,,,1,2012
2013-04-10,DO,,,1,2013
2013-03-20,DO,,,1,2013
2013-03-05,DO,,,1,2013
2010-08-18,DO,,,1,2010
2012-11-14,DO,,,1,2012
2013-04-24,DO,,,1,2013
2013-05-15,DO,,,1,2013
2013-03-05,DO,,,1,2013
2012-11-28,DO,,,1,2012
2013-01-24,DO,,,1,2013
2013-06-27,DO,,,1,2013
2013-04-10,DO,,,1,2013
2012-11-14,DO,,,1,2012
2013-01-24,DO,,,1,2013
2013-06-27,DO,,,1,2013
2012-12-05,DO,,,1,2012
2013-05-01,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-11-21,DO,,,1,2012
2013-04-17,DO,,,1,2013
2013-05-29,DO,,,1,2013
2012-11-07,DO,,,1,2012
2013-03-12,DO,,,1,2013
2013-03-27,DO,,,1,2013
2013-07-04,DO,,,1,2013
2012-11-07,DO,,,1,2012
2012-12-05,DO,,,1,2012
2012-11-14,DO,,,1,2012
2011-08-19,DO,,,1,2011
2013-04-17,DO,,,1,2013
2013-03-27,DO,,,1,2013
2013-03-12,DO,,,1,2013
2012-10-11,DO,,,1,2012
2012-11-07,DO,,,1,2012
2013-03-05,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-11-07,DO,,,1,2012
2013-05-15,DO,,,1,2013
2012-11-21,DO,,,1,2012
2012-12-13,DO,,,1,2012
2013-05-29,DO,,,1,2013
2011-07-08,DO,,,1,2011
2010-08-12,DO,,,1,2010
2013-01-10,DO,,,1,2013
2012-12-13,DO,,,1,2012
2013-05-29,DO,,,1,2013
2013-05-15,DO,,,1,2013
2012-10-17,DO,,,1,2012
2013-01-10,DO,,,1,2013
2012-10-11,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-10-04,DO,,,1,2012
2012-10-31,DO,,,1,2012
2012-10-24,DO,,,1,2012
2012-10-31,DO,,,1,2012
2012-08-03,DO,,,1,2012
2012-07-23,DO,,,1,2012
2012-07-12,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-09-06,DO,,,1,2012
2012-10-17,DO,,,1,2012
2013-07-29,DO,,,1,2013
2011-07-08,DO,,,1,2011
2012-09-20,DO,,,1,2012
2013-05-22,DO,,,1,2013
2012-10-31,DO,,,1,2012
2010-08-12,DO,,,1,2010
2012-12-20,DO,,,1,2012
2012-10-24,DO,,,1,2012
2012-07-19,DO,,,1,2012
2013-02-07,DO,,,1,2013
2012-12-13,DO,,,1,2012
2012-10-11,DO,,,1,2012
2012-09-27,DO,,,1,2012
2012-10-31,DO,,,1,2012
2013-05-22,DO,,,1,2013
2010-07-22,DO,,,1,2010
2013-01-30,DO,,,1,2013
2012-07-12,DO,,,1,2012
2013-07-04,DO,,,1,2013
2012-07-19,DO,,,1,2012
2013-01-30,DO,,,1,2013
2012-11-07,DO,,,1,2012
2013-01-17,DO,,,1,2013
2012-10-04,DO,,,1,2012
2010-07-22,DO,,,1,2010
2010-07-22,DO,,,1,2010
2012-11-14,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-10-04,DO,,,1,2012
2012-10-31,DO,,,1,2012
2012-11-14,DO,,,1,2012
2013-01-17,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-09-27,DO,,,1,2012
2013-02-23,DO,,,1,2013
2012-10-11,DO,,,1,2012
2012-08-10,DO,,,1,2012
2011-07-14,DO,,,1,2011
2012-09-27,DO,,,1,2012
2012-10-24,DO,,,1,2012
2013-05-01,DO,,,1,2013
2012-09-27,DO,,,1,2012
2013-05-08,DO,,,1,2013
2012-08-10,DO,,,1,2012
2011-07-14,DO,,,1,2011
2012-09-20,DO,,,1,2012
2013-06-05,DO,,,1,2013
2013-06-05,DO,,,1,2013
2012-09-27,DO,,,1,2012
2011-07-14,DO,,,1,2011
2012-12-20,DO,,,1,2012
2013-04-24,DO,,,1,2013
2013-05-01,DO,,,1,2013
2012-10-11,DO,,,1,2012
2013-04-10,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-10-17,DO,,,1,2012
2013-03-12,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-11-28,DO,,,1,2012
2013-01-24,DO,,,1,2013
2012-09-27,DO,,,1,2012
2013-05-08,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-03-20,DO,,,1,2013
2013-04-17,DO,,,1,2013
2012-11-14,DO,,,1,2012
2013-01-24,DO,,,1,2013
2013-04-17,DO,,,1,2013
2013-07-29,DO,,,1,2013
2012-11-14,DO,,,1,2012
2013-04-17,DO,,,1,2013
2013-05-01,DO,,,1,2013
2013-07-29,DO,,,1,2013
2012-09-27,DO,,,1,2012
2012-07-23,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-11-07,DO,,,1,2012
2012-12-20,DO,,,1,2012
2013-05-01,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-10-11,DO,,,1,2012
2012-09-27,DO,,,1,2012
2013-07-29,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-11-14,DO,,,1,2012
2012-12-20,DO,,,1,2012
2013-08-15,DO,,,1,2013
2012-11-14,DO,,,1,2012
2012-07-23,DO,,,1,2012
2013-02-15,DO,,,1,2013
2011-08-05,DO,,,1,2011
2011-07-29,DO,,,1,2011
2011-08-25,DO,,,1,2011
2013-08-15,DO,,,1,2013
2013-05-29,DO,,,1,2013
2013-02-07,DO,,,1,2013
2013-01-17,DO,,,1,2013
2012-11-21,DO,,,1,2012
2013-06-12,DO,,,1,2013
2012-08-21,DO,,,1,2012
2013-01-17,DO,,,1,2013
2013-05-29,DO,,,1,2013
2012-09-27,DO,,,1,2012
2012-12-06,DO,,,1,2012
2012-08-26,DO,,,1,2012
2013-08-15,DO,,,1,2013
2012-09-27,DO,,,1,2012
2012-08-16,DO,,,1,2012
2013-05-29,DO,,,1,2013
2013-08-15,DO,,,1,2013
2013-01-30,DO,,,1,2013
2013-03-20,DO,,,1,2013
2013-05-29,DO,,,1,2013
2013-01-03,DO,,,1,2013
2013-01-30,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-03-20,DO,,,1,2013
2013-06-12,DO,,,1,2013
2011-07-29,DO,,,1,2011
2013-02-15,DO,,,1,2013
2013-02-07,DO,,,1,2013
2012-12-27,DO,,,1,2012
2012-08-16,DO,,,1,2012
2012-07-23,DO,,,1,2012
2013-01-03,DO,,,1,2013
2012-08-21,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-11-28,DO,,,1,2012
2013-08-08,DO,,,1,2013
2012-07-23,DO,,,1,2012
2013-08-08,DO,,,1,2013
2013-08-08,DO,,,1,2013
2012-11-28,DO,,,1,2012
2011-07-22,DO,,,1,2011
2012-11-28,DO,,,1,2012
2013-04-03,DO,,,1,2013
2013-03-27,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-05-15,DO,,,1,2013
2012-07-23,DO,,,1,2012
2013-05-08,DO,,,1,2013
2012-07-23,DO,,,1,2012
2012-08-03,DO,,,1,2012
2013-05-08,DO,,,1,2013
2013-04-24,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-05-08,DO,,,1,2013
2013-05-08,DO,,,1,2013
2013-03-27,DO,,,1,2013
2012-08-26,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-12-27,DO,,,1,2012
2012-07-19,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-08-26,DO,,,1,2012
2012-09-06,DO,,,1,2012
2013-02-23,DO,,,1,2013
2012-08-26,DO,,,1,2012
2013-01-10,DO,,,1,2013
2012-07-19,DO,,,1,2012
2013-08-01,DO,,,1,2013
2013-01-10,DO,,,1,2013
2012-08-26,DO,,,1,2012
2013-05-15,DO,,,1,2013
2013-04-03,DO,,,1,2013
2013-01-24,DO,,,1,2013
2013-05-08,DO,,,1,2013
2013-06-05,DO,,,1,2013
2011-07-22,DO,,,1,2011
2012-08-03,DO,,,1,2012
2013-04-24,DO,,,1,2013
2012-08-03,DO,,,1,2012
2013-05-08,DO,,,1,2013
2013-04-24,DO,,,1,2013
2012-09-06,DO,,,1,2012
2012-08-03,DO,,,1,2012
2013-08-01,DO,,,1,2013
2012-08-10,DO,,,1,2012
2011-07-22,DO,,,1,2011
2010-07-15,DO,,,1,2010
2013-01-24,DO,,,1,2013
2012-07-19,DO,,,1,2012
2012-07-12,DO,,,1,2012
2012-08-21,DO,,,1,2012
2012-10-04,DO,,,1,2012
2013-05-15,DO,,,1,2013
2013-08-01,DO,,,1,2013
2013-07-29,DO,,,1,2013
2012-08-26,DO,,,1,2012
2012-08-21,DO,,,1,2012
2013-03-20,DO,,,1,2013
2013-06-05,DO,,,1,2013
2013-02-15,DO,,,1,2013
2012-08-10,DO,,,1,2012
2012-10-11,DO,,,1,2012
2012-10-11,DO,,,1,2012
2013-03-20,DO,,,1,2013
2012-10-11,DO,,,1,2012
2013-04-17,DO,,,1,2013
2013-02-15,DO,,,1,2013
2012-08-26,DO,,,1,2012
2012-08-03,DO,,,1,2012
2012-11-28,DO,,,1,2012
2013-08-01,DO,,,1,2013
2013-08-01,DO,,,1,2013
2012-11-28,DO,,,1,2012
2012-09-27,DO,,,1,2012
2012-10-04,DO,,,1,2012
2013-08-01,DO,,,1,2013
2012-08-03,DO,,,1,2012
2012-12-13,DO,,,1,2012
2012-07-23,DO,,,1,2012
2012-08-26,DO,,,1,2012
2013-08-08,DO,,,1,2013
2013-04-17,DO,,,1,2013
